se
veru
drvo
kosti
decu
roda
pustiti
misir
sasvim
silu
dani
vaši
biste
oci
mojsija
sami
tela
kazao
primi
nju
videvši
drugo
jedu
zid
knjigu
hristu
zaveta
učiniću
činio
kazati
stajahu
ova
misira
pogubi
načiniše
izidjoše
hoćeš
sikala
traži
vašim
gospodnju
izrailjevom
budite
volji
ocima
ta
onom
činjaše
ustima
bolje
desne
gneva
njene
sveštenički
pavle
treći
velike
stoku
znak
kojih
rukama
nebu
ostatak
zapovest
poče
stotine
grob
sluzi
mnoštvo
čuše
judin
nek
glavari
delima
duhom
jerusalima
vina
sidje
budi
sedjaše
uzeti
carova
nebesa
traže
zemaljski
došavši
deca
pravda
sede
ovi
stvar
carstva
mati
ući
sunce
otići
tele
prodje
milosti
daleko
aronu
valja
uredbe
braće
jezik
vavilon
careve
pasti
vaših
metnuše
nijedan
blagodat
mnoge
zajedno
baci
idjahu
uljem
kakav
njen
ljubi
glave
moru
nečist
presto
svaku
dadoh
filisteji
izvede
drži
onamo
donese
krvlju
izlazi
jednu
vratiše
ovna
knez
vere
misirskoj
slugu
njihovom
sile
kamenje
svetinju
mrtvih
amin
carovanja
blagosloven
ostaviti
vidim
svedočanstvo
čuj
meso
bili
jedne
kleti
rečima
poglavar
care
crkvu
zveri
njihovog
putevima
veliku
izaći
andjela
hiljadu
faraonu
vetar
protiv
jezekija
ženi
osam
krila
dozva
faraon
ovaca
prah
govorite
svešteniku
pustinju
sudove
joav
crkvi
svetlost
stvorio
čujte
medje
imam
naša
misiru
lica
božijeg
vlast
knezovima
judinim
jonatan
stoke
vojska
druga
hajde
radost
matere
nemojte
ljubavi
medja
nogama
tim
ilija
dovede
života
šezdeset
novce
naći
straha
jagnje
čuvši
odvede
jakova
doista
naši
bližnjeg
praznik
kakva
pokaza
pravde
knjizi
vodom
ptice
bronze
hoću
dažd
nadjoše
ustavši
drva
živeti
potoka
srcem
držite
življahu
plen
sutra
čim
sila
hodite
božija
učenicima
jelo
većma
neprijatelje
zove
sutradan
ujutru
jakovu
neprijatelji
svetog
svrši
čuva
čuh
video
dvesta
biva
zakone
silom
ulje
čist
æe
pogibao
napisano
jovan
istoku
istrebi
služiti
pokloni
sudi
leže
ovoj
imate
visine
nevolji
dobar
znajući
čas
čuo
sramotu
duhu
svakome
ostali
oblak
salo
gospodnjoj
nebesima
najpre
sedmi
bratu
životu
prvog
čovečiji
pobiše
vratiti
javiše
bogove
molim
svaka
broj
uši
prestolu
izveo
služe
proroci
jevreji
istinu
teče
istina
uhvati
avramu
umreti
ostala
muž
napred
poslao
subotu
ulja
jeremija
bejah
namesti
sela
širinu
ovih
braći
ovim
htede
jeste
jesi
stado
božiju
uho
ostaviše
oltara
svetom
gradovi
slušajte
prima
ropstvo
jevandjelje
jedite
prinos
sazida
velikog
svake
spomen
imamo
postavio
neprijateljima
skupiše
glava
stanovnike
judinih
govorio
sveštenike
njenog
volja
haljinu
podjoše
pomoli
kćer
oružje
materi
tih
uzmite
bojte
brzo
stoje
trem
hvalu
velikom
pomoć
mira
carstvu
laž
rekavši
požive
bismo
načinio
dadoše
pristupi
dodju
jamu
kažu
volju
večni
licem
goveda
vidiš
napolje
suditi
braćom
domom
podignuti
sveštenicima
našim
arona
imenom
duši
vojvode
levitima
pobegoše
knezove
otačkih
sluša
crkve
verom
san
činiš
pleme
noći
nebeske
boje
zemljama
zlatom
dolini
brašna
onako
očiju
kojom
ideš
povika
naših
nogu
logora
selima
pustoš
vavilonski
božijem
vera
danilo
videći
drago
ubi
lakta
porodice
glad
dece
možeš
poznati
proći
našem
donesoše
daće
veći
vašeg
imahu
mesec
razgnevi
dolazi
večera
izrailjci
prinosi
svete
kažeš
gorama
saulu
nosi
jaganjaca
metni
zakle
usliši
poslaše
dugo
preljubu
služi
nečisto
kazaše
svetinji
vola
tremu
čast
pogibe
očisti
domovima
saula
judu
fariseji
kamena
jedi
pruži
stada
pravedan
dužinu
plemenima
predade
brže
vika
idemo
uza
zakleo
izvadi
ženom
jaram
utvrdi
polje
gledajte
nevolje
mesa
zida
piti
kamenjem
imaš
vojskom
grane
svetih
sveto
zapovedam
prinose
ostaše
roblje
judejci
ulicama
solomunu
navuhodonosor
budući
pogleda
drže
odgovoriše
njivu
njena
stan
drugu
hte
znači
znamo
velikim
vojsci
poruči
uzalud
hvale
izbrojanih
mudar
gora
carevima
josafat
bogatstvo
počinu
proklet
sestra
napuni
ozgo
vašu
raditi
pustinje
ognja
onu
pravdi
rano
sinom
gladi
padne
gleda
adad
onim
postaše
žalost
mislite
bogova
sudije
prilog
svuda
takav
talanata
puna
manasijinog
nemaju
sionu
podgradja
podgradjem
znaju
tražite
sudija
puteve
svakoj
dosta
udjoše
zemaljskih
onoj
pokraj
jedoše
krivo
dajte
polja
drugih
danju
svedok
starešinama
dobru
progovori
mladosti
ubije
činim
neprijatelj
strani
miris
severa
poglavara
judom
davidov
verovaše
avesalom
blagodati
idući
istoka
blagoslov
semenu
pobeže
imati
vlasti
dobre
mater
dodjoh
božje
niste
lav
zakonom
logoru
mudrosti
učinih
razum
žrtava
činiše
ostaje
judine
sion
veseli
obrati
gnevu
gusle
bezbožnik
jeremiji
književnici
stajati
pozna
dogodi
nadjoh
poginuti
njihovoj
kuća
miru
uveče
hlebova
pogreboše
glasno
jakovljev
nositi
toliko
dajem
recite
rat
carovati
marija
zaves
svetinje
svetinjama
redu
knjige
kada
opere
levite
gledaju
trube
znanje
kamenja
jelisije
pravednik
pavla
semena
muža
prozva
čuvaj
vinograd
padoše
susret
belog
mogahu
kažite
isav
oče
ostavio
zdravo
mestima
čašu
tvrdo
judini
ladje
tamo
skupi
budete
čuvajte
sabor
nasledstva
zboru
glasom
subote
slavi
slušaju
priču
amonovih
strele
vek
istine
neznabošcima
veće
sedmog
bogovi
gledati
bićeš
ženama
osamdeset
stoka
samog
uzeo
vojvoda
zapita
pristupiše
ubiše
josifu
glavi
razume
nećemo
sedjahu
med
vojske
pashu
likove
volje
trema
ulazi
zapali
pomaže
žreb
domova
davidovog
hvalite
jovana
učenika
devet
življaše
spolja
hrane
izadjoše
faraona
povrati
plata
obe
čuju
njive
izmeri
sluškinja
dotakne
luk
ustati
hoćete
čaša
budeš
jesu
vratite
veruje
čuti
venac
svedočanstva
svetinja
svetim
veran
utrobe
poslanike
vojnici
proroke
vavilonskom
ljubazni
pilat
muško
njenim
ugleda
zemaljskim
oženi
došljak
knezova
isceli
tome
platu
pije
mogaše
jefrem
jezikom
stanu
proslavi
lik
ljube
zahvalne
slušaj
ugla
čistog
zlatne
podaj
zahvalnu
primiše
bolesti
svetima
judinom
asirski
popravlja
zemaljske
ptica
muke
misirci
ovamo
ustaše
kirijat
mogao
odnese
govoriš
ovnova
oba
nikad
ušavši
sačuvaj
dovedoše
konja
svakim
oblaka
kolima
hvali
mere
paljenica
sprave
oda
nepravde
poznaćete
moli
čudo
spasenja
junaka
hteše
dodjem
djavo
učitelju
nose
iznutra
silan
mnogim
ocem
eno
uhvatiše
magarca
prvenac
otuda
mirom
posluša
učinim
gad
znao
pokropi
odvedoše
štap
čuvaju
došli
kriv
pomoći
svedoči
očistiti
primiti
siona
oltare
konjima
plod
carski
radosti
imajući
nevolja
carev
veri
molitvu
samariji
vavilonskog
jerusalimske
pisano
istini
pašće
no
pokaže
radja
mimo
davati
zatvori
avrama
pogledaj
čemu
biću
uplašiše
devojka
kraju
svrh
gledaj
tajno
uteče
žita
tankog
platna
pogine
telesa
ispod
hteo
stane
odelo
prinesoše
porfire
čisti
gledahu
gadove
podigao
gospodnjim
njeni
stanovnici
carevog
solomuna
nada
ubiti
ribe
zatre
metnuo
vrh
pastiri
mnogih
otpusti
pazi
razdeli
pokloniše
devojke
podajte
istrebiti
kule
haljina
moljaše
oprosti
viku
poznaće
podnožje
čineći
daju
stranu
ugodni
poglavari
možete
utočište
kakvo
uči
nauči
pobijeni
davidovom
zapisano
um
posred
zvezde
slobodno
oboje
jedete
trnje
mio
zle
zemljom
sačuva
rodiše
sara
dalje
reka
mrak
muku
isak
isti
pravednika
isaku
hevron
sestre
rodu
neko
rane
rade
naumio
dolažahu
učinite
odozgo
videli
kakvu
veruju
znake
pomor
jutra
vikaše
poluge
stopice
uredbama
nepravdu
išao
zli
služite
mrzi
boji
bolji
rog
prorocima
avenir
negoli
ahav
kazah
bezbožnici
mudri
postade
va
breme
pismo
jeo
zatrudne
trista
živo
uzeh
hananskoj
moći
kupi
srete
današnjeg
govorih
grobu
njivi
odvesti
poslati
izvor
kostret
uzeće
probudi
davaše
jude
bojati
zbora
sili
opomeni
sudu
siromah
obori
skerleta
kamenu
napiši
putevi
plemenu
prva
seje
junaci
jerovoam
dnevniku
juj
isaija
usne
taština
prorokuj
nebom
životinje
hranu
nadede
oprostiti
dvoje
zapada
jug
juga
istok
štit
zvati
amo
zatrti
andjeli
avimeleh
božjeg
spali
dovesti
piće
piše
videsmo
nekoliko
volova
kažete
valak
trebalo
tamnicu
podigoše
jevrejima
hrana
mleko
slušati
eleazar
piju
glavom
leve
sabra
napisa
očišćenje
čega
levita
nestati
predje
izabra
filisteje
pokazati
jedni
dvoru
asa
učaše
sen
sotona
judeji
uzda
nazva
četvrti
životinja
dažda
silni
visinu
boja
podne
vikahu
propasti
prvenca
odvrati
dovešću
daš
imao
podigoh
nevolju
poslušaše
uhode
metnuti
godinu
milo
plač
ropstva
proždre
bolest
nešto
pozva
otkup
milostiv
bezbožnika
isusom
heruvima
prevornice
mili
zapovedih
nasuprot
dostojanje
zvaše
izbavio
slušaše
božju
prestola
gedeon
bezumlje
strahu
grade
nasilje
sazidati
venaja
savet
uvek
raduju
pogledavši
nadanje
pravedni
dome
jutro
videla
jednoj
zapreti
razbi
desetak
utvari
dam
nakon
našao
poznaše
stani
ven
nesta
poći
lavan
napolju
možemo
lepo
živite
dodji
nošahu
jela
zgrešio
misirsku
nikada
konje
grana
žalosti
misirski
bije
molite
mogoše
ostao
sedeti
broju
pun
mane
gradi
prav
budem
osveti
koža
službi
pomaza
ugodno
potok
reèe
vinograde
stene
drugima
izišavši
čusmo
treće
razumeti
obratiti
rečju
sačuvati
silazi
junak
ležaše
veselje
vesele
unutra
simej
trava
sirski
jerovoama
gadnim
knjiga
ananija
jestira
verujete
pišem
stvori
vrstama
drugoj
sramota
znati
obuče
takodje
istrebiću
prvo
vrativši
pogreben
puteva
dim
peći
sazva
nebeski
gledajući
licu
rodio
ubiju
razdre
stražarski
srećan
skoro
manasija
nismo
muka
ostavite
dare
dodjosmo
izrailjeva
početak
velikoj
znaše
ubio
pastira
neke
pustiću
našu
bićete
četvrtog
izdaleka
mraku
siromahu
obratiću
crvca
polovina
večna
prinesi
njeno
svak
platno
pustim
ljubite
gvoždje
prorokuju
vikati
približi
čovečijeg
prestanka
glavarima
medjama
postavih
razuman
izabrao
hvala
tvori
vlada
filistejima
pomisli
izabrah
poslednji
uzdaju
zidove
hodjaše
rovoam
joram
rug
jov
korist
spasti
neznabošci
petra
pusta
živa
tvrd
postati
otvoriše
obojica
prolazi
išli
zacelo
podigavši
momku
najposle
krajeva
isto
izlaze
dopade
umro
uplaši
josifa
preći
strahom
galada
jare
judi
zapovednik
nizašta
tražiti
postaviše
božijoj
pune
hlebove
desnica
premda
plati
strana
zavesa
pojas
metne
razuma
pokaži
držaše
donošahu
udariše
prestup
naslediti
sudovi
sabraše
služahu
otkuda
jordanu
sidjoše
nalevo
nadesno
istočne
koplje
delu
nijednog
imanje
sudite
smiluj
pravdom
novu
očevi
nikome
poznaju
joas
izići
opkoliše
mrtvi
dragi
sirci
carevim
hvalim
crkva
asirskog
judejski
mardohej
vičem
svetac
kože
počeše
jako
odakle
momci
uzmu
držati
pogubiti
ujedanput
sama
sluškinje
izgovori
zvezda
obloži
dovedu
umnoži
uvede
hvaliti
trud
čete
ostalo
oštrim
valam
baciše
plakaše
odredi
žito
misircima
novaca
meru
radite
postelji
danak
prodjoše
poslušati
jevrejski
otkako
razumeše
prinesite
prineti
konji
hoditi
ljubim
izli
sitima
dug
vrše
prinosite
izašao
dragovoljno
izlažahu
čisto
učinili
oskvrni
sažeže
koleno
pristupivši
osmi
koži
jarca
plaši
gone
ostanu
venijaminovih
idoše
muči
jordan
čuste
noga
boju
uzima
slavom
podsmeh
proždreti
ustaju
val
jaki
svešteničkog
suprot
zloću
davidove
živih
proroku
azarija
visoko
carica
vidimo
vara
smokve
gresi
ostrva
staze
bezbožnicima
uzdam
utvara
premudrost
tamnice
suncem
irod
nebesko
ladju
simon
jevandjelja
apostoli
tama
manje
peti
zmija
sakri
prevari
pastir
prve
šatorima
hanansku
nasta
lepa
dvor
bogat
ognjeni
ismailo
studenac
potrti
nauku
isaka
ledja
njiva
pij
njenu
toj
petog
otišao
jaraca
sihem
kneza
odatle
moavskom
jame
ostavivši
plaka
molimo
verovati
četama
kućama
večnim
rosa
mrze
lupež
udovice
zamka
jednim
stupova
služaše
svećnjak
severu
uha
kovčegom
prijatelja
klanjaše
zgreši
krivicu
guba
viče
ostalim
primio
čuli
judinoj
tami
jugu
visini
isred
polovine
carstvima
glasa
svedoci
zbude
živimo
izbavlja
greši
pozdravite
visinama
joavu
novo
ispuni
jaoh
jezekiji
grabež
učeći
suda
aman
tajne
pogibli
pravednici
poznaje
svetoj
dostojan
učenike
obećanje
posveti
dragog
vrtu
mužu
učinila
poslušajte
noje
kćerima
sodom
razumeju
šatore
diže
plamen
studenca
pepeo
ustade
presnih
izvedoše
mali
viknu
radiš
devojku
jači
filistejski
poginuće
pšenice
opravi
rahilja
darom
poslah
tamnici
kazivati
javiti
robovi
dopusti
najbolje
venijaminovi
krepost
leži
pohoditi
poslove
izidji
verova
upravitelji
ukloni
potre
krajevima
stanite
trebaše
zatrubi
lažno
zajam
oplećak
visok
rogove
ognjena
ploče
stupove
aronovi
oprostiće
nečista
jefremovoj
srebrna
navrh
groba
dušom
tvrdi
vojnika
zlog
početka
odstupi
radovati
hrabar
znali
sakriveno
bregu
trubu
nade
nošaše
amonovi
samson
nestane
ovid
moleći
prinošaše
caruje
carskom
natan
sadok
sudova
pomože
želja
mnoštva
samariju
tvrde
ahaz
vavilonu
primivši
jest
jarost
srcima
kroza
kurvarstva
nadu
učenik
promeni
gvoždja
sit
žao
velim
našavši
sever
izvedoh
pokori
avraam
doba
star
zakolje
slušahu
kamile
imenima
prokletstvo
vrat
kakvom
naslediš
nebeska
gomile
tudje
momak
pošaljem
obesi
viču
dovedite
jošte
odgovoriti
utvaru
ostavlja
krepkom
govoriše
stupa
konjika
dolaze
trećeg
narodne
dole
bližnjemu
posudje
cvet
zapadne
pomaži
siklu
ognjenu
pogledah
odneti
pali
pokriva
trbuh
puno
glavare
zaklon
vike
mnoga
bejasmo
jerihonu
moav
krvnik
poslu
odar
ravi
pazite
ramot
jarosti
podignuće
čujete
oka
kletima
ode
pročita
hrabri
pomozi
daše
hodio
izvore
nestaće
andjelu
padaju
hrabrih
nemam
visina
podnožja
vavek
sedekija
zidu
suze
radošću
judejcima
krivice
obući
bezuman
opusteti
pakao
razumu
zver
neznabožaca
nauke
pismu
tame
božjem
šesti
devedeset
nevaljalstvo
pokvari
živog
morske
zverima
odsele
posadi
golotinju
naseliše
vetilj
rodjen
znaj
došljaci
peć
vašem
drvetom
opomenu
lezi
snu
inoča
njenoj
sestru
pripovedi
omile
jedem
plakati
navrši
vala
čem
dara
ušima
doline
misirskom
čujem
zemalja
venijamina
dodjite
nečisti
budemo
skupite
postelju
plena
svemogućeg
platiti
izašavši
biju
mišicom
govoriće
idete
zlatnih
redom
pesmu
odlazi
efe
sediš
krilima
prinositi
slobodan
pravu
sedme
hananeje
sinajskoj
zlatna
uzvedenog
širok
daske
šesnaest
bogati
pokrivač
čaše
nehotice
nečistote
nečistota
dano
ostale
stvarima
gadova
merila
prava
takvog
ječma
venijaminovog
jefremovih
slaviti
izlažaše
kazano
podigne
moavski
udovica
prime
pokazao
smilovati
odvratiti
vraća
nebeskim
miran
raste
kamoli
imali
stare
jerusalimski
hevronu
verno
istinito
mispu
ilije
iliju
moliti
utvare
odnesoše
meseci
odbaciše
jonatana
saulovog
izrailjevo
uhvate
davidom
dobri
carskog
avesalomu
vetra
zaharija
jerusalimljani
semaja
pevači
zemljo
izvršuje
judejce
molitva
kara
molitve
mislim
radujte
višnjeg
otkrivenja
slobodu
kurvarstvo
simona
zbornicama
dozvavši
moguće
trpezom
savle
početku
travu
nebeskom
go
mladića
petnaest
božjoj
celim
čiste
gomor
lud
desno
zapad
dolinu
dolina
ničice
muškinje
večan
hoćemo
poslušaj
digni
medji
dobrim
stoci
dodješ
galadu
decom
bedara
pasu
odavde
zalog
misirskog
groždje
javlja
ustanite
mirni
takvo
vratio
ješćete
gadovi
četrnaest
dolaziti
bolestan
jefrema
dovedi
pada
jutrom
nov
povikaše
izidjoh
uzeću
eleazara
tražeći
prinesu
mojsijem
propade
navede
ište
nikakav
otkupi
pustinja
izginuti
stražu
bežati
subota
održati
truba
živinče
pobeći
prevare
vo
truda
heruvimi
svećnjaka
mrežu
reda
noseći
žiške
donosi
zlatni
delove
ognju
dozna
čovečije
čista
desetine
zidovima
junca
pogube
veća
siti
izbrojani
beže
nastavati
tvorite
potoci
valamu
darove
pobijenih
jaganjce
njenih
polovini
oružjem
znajte
galad
selo
videste
čuješ
izabere
želi
žali
raduje
uče
učiniće
riznicu
pticama
služiše
povratiti
oce
galgal
žile
izrailjevu
stanovnicima
ćuti
koren
loza
lava
samuilu
nemamo
božiji
vrate
urija
klet
uteha
besedu
mudrošću
hode
obrate
mladići
damasku
grehu
post
mrzim
ohozija
amasija
zlih
ozija
svešteničkih
nebeskog
mole
laži
posramiti
učitelj
misle
izbavitelj
verni
obećanja
jerusalime
postanja
jeremiju
telom
danila
galileju
propoveda
njime
djavole
premudrosti
apostola
veče
žensko
praha
vrt
nebeskoj
prvina
tvojom
blaga
napuniše
svetlosti
svakojake
navali
pokri
desetog
golotinje
gaze
javio
gaj
valu
starosti
prolažaše
ponese
krilo
živoga
svemogući
zgotovi
iznese
roditi
jesam
noćas
ipak
robinje
daleka
mrtvaca
dobrom
postao
uteši
izadji
donesi
izobila
mari
mlad
držao
gospodarem
venijamin
iseče
trgovci
tamara
silomu
doveo
jevrejin
sna
rob
raspali
rodila
nasledstvu
snagom
pripada
mila
gledaše
levit
odredjeno
pošlji
takva
misirce
došljaku
slomi
pesma
satre
klanjati
neveru
lažne
uzimati
naprsnik
heruvimima
zavese
grivne
teleta
naliv
pola
običaju
oltarom
uzimaju
opazi
jarac
zadje
istog
stanete
ponos
gnevom
izbroja
katovih
poginuo
pomešanog
telaca
takvi
pomora
pobuniše
nosite
poslušaste
osvetu
predjoše
vasanu
držeći
ginu
videće
zidovi
zapisana
vinom
predati
prevaru
vojvodama
filistejskih
severne
nemate
tamu
livanu
pevati
dotače
tvrda
amonovim
jednodušno
voz
bolja
svakojakim
pohitaj
upita
odbacio
sablazni
adonija
štitove
pisar
dvora
prijatelj
zamke
zidati
molbu
carevom
jorama
kir
asirskom
nalazi
sveca
vratari
navuhodonosoru
mišljahu
siromasima
parbu
pravi
bezbožnike
lažni
ljudskim
andjelima
jerusalimskim
filip
jevreja
crkvama
gospodari
adam
naseli
čovečijim
bezdana
leti
brda
iskati
okrenuvši
raširi
stokom
živeše
osamnaest
blagoslovio
šatorom
otrča
jedjahu
stari
gospodnjih
avimeleha
matericu
nož
ovan
zakleh
utrobi
pita
vojvodom
ostani
virsaveje
njenom
ljubljaše
uzmeš
spava
plate
dolažaše
pošalje
magarce
amalika
kurva
sramoti
postaviti
bele
stojim
bile
inače
bojim
doznati
bojahu
zarobi
kažemo
žaliti
jakovljevog
preseli
palica
mišice
muče
sažali
jezika
narodni
otvrdnu
pomreše
jezera
prahu
volove
istrebiće
služba
gomilu
mera
zapovestima
sidji
načiniti
prvine
jagnjeta
mladiće
bronzu
čistim
srebrne
plašt
kapu
ulaze
izvan
pleće
očišćenja
merom
božijim
donesite
istrebim
zlu
bronzane
četvrte
oprosne
otkupiti
vraćaju
pomogne
mile
uža
dužni
blagosiljajte
zdela
slavite
rekoste
potera
mrtva
dori
odstupiše
ugljevlje
smrću
snaga
blagosilja
ustaće
revnost
nalive
predao
svedočim
veličanstvo
zamku
ulice
dužan
siromaha
ustaje
udovici
masline
držiš
daleke
pogledajte
judinu
vičite
vetilju
pećine
mispi
valima
tajnu
točkovi
broja
jeftaj
vitlejema
samuila
malog
avija
uslišiti
utvrdio
amnon
nasamo
psaltire
gvozdene
avesaloma
pravicu
hiram
temelj
psi
bezumnik
jodaj
prave
joanan
mesulam
bezbožniku
jezdra
silaze
tuga
usnama
udi
vihor
tajna
veseliti
postadoh
nauci
licemeri
ridajte
pisma
pokajanje
ćesaru
primiste
jevandjelju
trpljenje
hristov
obličju
nebeskih
znanja
otvoriti
drvetu
jedeš
radjati
rodiv
radjajući
izvedi
oblacima
nasred
lot
blagom
vetilja
razape
skloni
otera
čije
višnji
živim
dobroj
gresima
večnu
postaviću
sići
pravednog
običaj
rodih
kamila
reveka
kamilama
zlatnu
dadu
padoh
kćerju
jedjaše
edom
zaboravi
strašno
ljubiti
rana
idole
zverje
krajeve
jedanaest
velikih
žitnice
zapoveda
učiniste
mogli
učine
počevši
govorimo
došav
ruvimovi
hlebom
nestalo
sačuvao
jak
pomažu
učinismo
otidem
pobiju
udariti
živinčeta
srebrnih
prvence
presne
dodjete
visokom
služimo
ćutati
milošću
moavske
pevajte
mana
stati
lakše
gotovi
prestupe
vinograda
jabuka
kolje
aronovim
desetinu
ina
kamene
pobije
načinili
tražaše
pohodi
svetli
večno
celo
očistiće
zakla
kosa
haljini
živom
otkrij
pasha
veselite
praznike
nasititi
zavetovao
ruvimovog
izbrojaše
naredbi
momaka
zubima
halev
zborom
naseliti
razbiše
trećinu
glavara
izvršiti
kune
trećina
osvetnik
objavi
hodeći
zapadu
šumu
stana
kotarica
priča
deci
javno
odstupiti
istinit
posledak
dubine
rogova
poslanici
gat
činjahu
mrtav
nepravda
gavaji
rami
ubija
same
pomoću
grlo
poslani
strela
okreni
raskopa
glasnik
rad
bezbožnost
avisaj
pomazanika
edoma
hule
uzdati
tudjini
unutrašnji
svešteničkim
jezekije
devetog
nevuzardan
izrailjevoj
hvaljahu
ostatku
predaše
izvrši
susanu
joakima
gorko
siromahe
verovahu
postide
grešnici
bojite
tražim
kazuje
dušo
aliluja
postrada
pravednih
zavisti
pečat
pitahu
molitvama
pisah
moljahu
potrebno
ovome
ladji
kapetan
bolesnike
divljahu
petru
oblast
savesti
