eta
saindua
gendetze
escua
heldu
iaun
denean
oihu
guciey
ceinez
egoiten
charitatea
christean
semearen
ledinçát
eraci
israeleco
predicatzen
harenganic
bekatuac
ceruètaco
drauat
gorputz
iaunari
eztute
etzarete
lur
haourrac
cegoen
bethe
ierusalemen
hitzac
pilatec
elkarren
populuaren
ioanic
hara
deabruac
gucioc
io
resumán
partez
ceinéc
bil
minçatzen
aitzinetic
emazteac
badeça
bethiere
escuinean
dituen
aut
hunegatic
habitatzen
gueroz
guentecen
maria
ihes
ezteçaçuela
complitu
spirituaz
ilkiten
mendi
cerbitzatzen
hurbil
berean
signo
batean
hunen
ezpaita
discipulu
cituzten
guciz
scribatu
iuduéc
adora
vtziric
manamendu
biga
oguia
bide
etchea
iautsi
guciaren
icen
draue
spirituaren
natione
huna
lurraren
minçatu
mahainean
eguiazqui
buruän
batbederac
azpian
deithuric
ioannesec
gau
itsas
aldean
renda
esca
biltzen
spirituac
eztirade
guciaz
cembeitec
altcha
mundua
ber
bidean
cembat
eternala
çayón
iudu
leçan
badaric
ebil
christez
ec
iayo
iusto
çuena
iaquin
haguitz
ceuroc
eguitera
argui
chahu
gaichto
dituzté
arguia
heçaz
vorondatea
badaquiçue
semeac
hilac
iragaiten
lo
laster
etzaiteztela
baduçue
sartzen
badirade
baitut
ekar
ciradenac
dadinçát
anço
bihotzac
gogo
aitaganic
badut
haraguian
hayen
batheyatzen
harri
berroguey
eracusten
iarria
hilen
etzaretela
ezpaitu
sarthuren
conta
bihotz
fedearen
aitác
hiltzen
duenic
batac
munduaren
cequién
bercéc
herioa
sendatu
içatera
eztadila
diát
gueroztic
batbedera
iauts
gogaraco
biharamunean
handiac
eguiazco
participant
maiteác
etchera
enegana
vnci
anhitzec
inguruän
phariseuéc
aditzen
noiz
fina
iugeatzen
oinac
cituela
buru
guciéz
odol
gende
eduqui
deseguin
ocengui
sarri
gentilén
ceini
ceinén
ceraucan
desertuan
cituztela
hautaric
ahotic
gloriá
spirituz
eztugu
litecen
behin
au
ceudela
çaudete
edaten
ehun
gaucén
hetara
dun
escuz
vicitzeco
sainduén
nigarrez
aguer
inguru
eguia
idoqui
gal
vicia
fede
çaiçue
aldera
discipuluetaric
çoazte
guçaz
deabrua
ciecen
nau
hoguey
guri
moysesec
crucifica
ken
nauçue
eztaquiçue
gratiá
çuengatic
gutan
fedeaz
iacob
aingueruä
aicén
bidea
diagu
vicico
hauçaz
guiçoney
ereiten
itzuliric
eridenen
erideiten
ordu
ceric
hartara
diradenéc
beregana
ençunen
hacia
baitzeçan
ohore
goiti
fermu
harria
iaincoaz
legueco
bildu
oinén
oroz
principalac
haraguia
crucificatu
voz
hunez
baithara
salutatzen
vrthe
baitugu
norat
elkar
christec
scribatzen
bekatua
gucirequin
denuntiatzen
apostolu
scribác
retira
lekuan
çaye
ciuitate
glorifica
vtziren
bihotza
cerbitza
denaren
erori
adin
mirets
saluatu
itsu
egundano
populuari
handiago
elegitu
dago
hartaco
bilhatzen
çutenac
leçançát
hiregana
eçaguturic
suffritu
libre
etzén
prest
deçaçuen
bigarren
elkarri
duenaren
testimoniagea
lengoage
eguiteco
odola
dugula
membro
garela
bagara
generatione
baitzen
deithuren
çayen
dioela
iausten
munduco
euangelioa
onac
lurra
eraciten
eztadin
ezteçála
beguirauçue
ezpaitute
ceruco
egunac
hilén
vrrun
bihotzetan
eri
abillamendu
mahatsarno
pietate
iacques
iudas
acabatu
elias
eneganic
dituzte
hirequin
dutelaric
berén
athor
salua
hurbiltzen
eracuts
baituc
moyses
behatzen
draucat
çaretela
principaléc
lehena
eznauçue
eguna
ancianoac
bazcoa
hauts
alde
euangelioaren
baicara
testimonio
mundura
bekaturic
munduan
saul
legueaz
iaunaganic
suffritzen
abrahamen
reguea
trubla
deçadan
iustitia
berceric
ahoa
eztuçuela
ceruä
habil
hobe
biz
eguitea
aicela
ianen
edanen
çaretelaric
çuhur
hitzaz
cenic
guiçombat
heriotara
gaineco
cerbitzariac
beçalaco
egunerano
aitá
sabbath
sabbathoan
bihotzeco
cietzén
artetic
etzeçan
ceraucaten
huneçaz
declaratzen
hemendic
horiac
ordea
iarreiquiten
phariseu
eztén
demborá
edan
subiranoaren
deçatençát
eguiá
baiquaitu
ditugu
duteney
eliça
çaitezten
guregatic
demborán
gauaz
appain
bahaiz
eramaiten
emenda
itsassora
deçaten
prophetén
iraganen
causa
bihotzean
persecutatzen
drauçue
hitan
berceari
eçaguturen
gaichtoac
nadin
hirira
bekatuén
beharric
sacrificio
nauena
ikustera
eztuela
sori
conseillu
comparatione
bilduren
sapientia
gucietara
aitari
manamenduac
propos
tentatzen
present
sey
bozcario
oha
falta
hiltzera
ditudan
iaunaz
hatzaman
lekua
leguean
edificatzen
çaituzte
veilla
beldurrez
batbederari
aingueru
çabiltzan
handiz
iustoa
baitzitecen
satsu
exhortatzen
scribatuac
sainduac
esquerrac
dohaina
iuduac
deçaçuençát
munduac
gloriaren
bekatuaren
iaincoagana
cieçadan
paulen
eguiaren
leinutic
duçuelaric
ioseph
saluaturen
manatu
ioaitera
inguruco
comarca
vrez
suz
gosse
gucizco
vtziten
gendetzeac
hurbildu
baduc
rendaturen
iraitz
denari
iustitiá
dituçuen
egotzi
ekarri
permetti
baitute
ieçaguc
bati
ardiac
minçaturen
cerbitzaria
presoindeguian
eçarriren
alfer
çayola
haci
gucietaric
congit
ciradenéc
çait
oinetara
dudala
nehori
arima
beguithartea
etzeçaten
haourrén
iesusi
dathorrenean
moysesen
egunetan
baliz
discipuluequin
hunetaric
egunez
glorificatzen
obratzen
eduquiten
adimendu
itzuli
hitzaren
dituán
eternalqui
orotan
gaucéz
estimatzen
dituena
citic
onhetsi
vrthez
desir
gogoa
iuduey
hatseandanic
gloriatzen
gurequin
ezaiz
herodesec
badiotsuet
abrahami
çatozte
cerçaz
anayeri
norbeitec
borthá
barka
artha
guti
duán
hurbilduric
galdu
auc
philippe
galduren
diradenén
iustificatu
verthuteac
placer
manifestatu
maitea
atseguin
satan
sainduaren
deçagun
diotsate
iatera
haice
iesusgana
hauén
dituztela
hereneco
abillamenduac
vozbat
resuscitaturen
denaz
gogotic
ezteçala
duana
possible
baçarete
ichil
guiçonetaric
iustitiazco
deseguinen
norbeit
scripturác
legue
betheac
dohain
handirequin
altchagarri
lekura
leçatençát
estimatu
eçarriric
badaquit
doctrina
licén
azpico
apostoluac
ahalque
saluta
gaitecen
drauzquiçuet
ministre
botheretsu
beldurra
erdi
frangoqui
laudatzen
gratiaz
berceren
duenean
nuen
abrats
accusatzen
obrá
badaquigu
glorificatu
consola
dençát
promessa
batetaco
timotheo
gratiaren
throno
abrahamec
senharra
prophetáz
herodes
ierusaleme
aguertu
igorriric
gueldi
galileaco
abraham
arbore
batheyatu
diotsó
galileara
synagoguetan
hypocritác
barkaturen
barur
anhitzez
verthute
scribéc
eztic
mehatcha
garaitic
ioannesen
biac
hunelaco
compassione
resuscita
viciaren
ezpada
iudicioco
artera
arimá
eztena
oraindrano
harturen
manifesta
gentiley
iuge
fructua
naicen
comparationez
iguzquia
declara
appart
gratiác
leçaten
manamendua
dagoela
pierrisi
probetchu
egunen
conuerti
egotziric
beguiratu
hassiric
leinu
templetic
guciari
edatera
nincén
traditzen
ioanen
pot
vezti
escu
ierusalemetic
deçaque
anayéc
buruz
bethea
gorputzean
iraitzi
permettitzen
suffri
bercela
baque
indar
predicatu
iugea
dutén
monumentera
ikassi
euangelizatzen
erekar
aitéc
baitzutén
baitaiz
puissança
neuror
vorondatearen
harçara
iugeaturen
noizpait
herio
vicitzea
dugun
eztadinçát
arrotzez
behinçát
nendin
fidel
diradelaric
estima
bestiá
çaiteztez
hitzez
ezgara
odolaz
vrrhezco
seignalaturic
hireganic
eztiraden
hirian
batheya
hiçaz
ilhumbean
çabilala
sendatzen
prophetác
estal
begui
baitrauca
draucac
perfect
ezpere
belhar
areago
haourrey
cembatez
bortha
vncian
obeditzen
eroriren
etsay
leçançat
guciagatic
oguiac
partituric
hiruroguey
beharriric
erein
bazterrean
igorriren
hatzamanic
triste
iateco
guiçonen
ethortera
ohoratzen
eliçá
hodey
emazteari
citiat
behaturic
authoritatez
ikustea
oliuatzetaco
galde
campotic
aitén
templeco
hel
ciradenetaric
vrrundanic
leçatençat
sinhetsiren
synagogán
galdez
eztuté
claroqui
ezteçan
buruäri
orotara
declaratu
esquer
condemna
resuscitatzen
egonen
arguitzen
contrastatzen
contua
iustificatzen
gaitu
ançora
hautan
ezpaitirade
testificatu
deçançát
banoa
gloriatan
çaretençát
capitainac
deusetan
ainguerubat
fedean
principalqui
sperançaren
vano
ditzançát
goitico
senhar
arteco
diligentqui
itzac
sura
ceruäc
resuma
herioaren
altchatu
bihotzez
iniuria
date
çayela
çaiteztençát
eztitzaçuela
ikas
veztitu
horrá
deçán
draut
authoritate
çuenac
vncira
barkatu
pensatzen
etcherát
berria
fedeac
truffatzen
semeá
gauçaric
goiticoz
liuraturen
haourra
altchaturen
dutenén
saltzen
bainau
predica
reguén
legueac
drauçuegu
egungo
nori
iracurri
gabeac
dudana
iugemendu
spanta
esquez
goacen
gucietaco
sal
batequin
edequi
lot
dioçue
çaic
phariseuac
gaberico
ceruären
eztituc
irabaz
diraueat
deabru
galilean
asto
cenaren
çor
igaiten
naicén
dioitela
doctor
iugemendua
finerano
tribulatione
nabussiac
draucate
bethi
heren
barnera
ichilic
ciradeney
dioc
barabbas
larga
empara
abandonnatu
cioiten
magdalena
gorputzaren
partitu
berri
aldetic
denic
dituela
eguinez
disputatzen
ebili
alhargun
creatu
herén
testifica
ceinetaric
baitzituen
nauen
içanez
baquezco
subirano
harengatic
appurbat
hirico
ebilten
partea
datenean
lazaro
cituztén
eracutsi
eztuenac
dagoen
oren
gaizquiric
engendratu
adoratzen
banaiz
haourtoác
eritzi
cerbitzu
garen
subiranoa
nolaco
desiratzen
ororen
heredero
deçagunçát
badugu
charitatez
vorondatez
salutaitzaçue
çaituztez
imaginá
nitzan
bildotsaren
çaldi
bestiaren
herodesen
bilduric
principal
israel
haourtchoa
cietzoten
esaias
eztuen
vsso
eramanen
gora
vncia
resumaco
mota
iarri
egarri
baituté
camporat
leguetic
buruäz
etsayac
çutic
daudela
ditecençat
ditzaque
bihar
onén
guiçonéc
barnean
sendaturen
hain
arreit
maiz
deabruén
hartaric
igorten
eztenic
eçartera
iracats
çayo
templea
arimác
condemnaturen
phariseuetaric
hará
edequiren
landán
landa
estali
deçatençat
inguruä
neçac
satsutzen
erorten
berequin
resumaren
guibelerat
cerauela
gabea
chipi
hauen
etzuen
eceinere
thronoan
haourric
emaitera
populuac
hiritic
seculan
cerbitzariey
lagun
guerla
etzaitezten
icenagatic
orena
vnguentu
rendaturic
oillarrac
hiruretan
copa
subiranoac
mereci
gobernadoreac
liuratu
gaichtaguin
iniuriatzen
gaituc
segura
beldurric
iracatsi
çuenic
escutic
anhitzetan
hertsen
miraz
gutibat
spirituan
tabernacle
vnguiz
bayeta
deusen
daten
sacrificatu
bercearen
temple
ezpaitzén
haragui
eracutsiren
gaucetaric
icenac
eztiát
eztaquit
citiát
resurrectionea
dituzten
philippec
condemnatzen
munduari
charitate
lengoagez
guiçonác
barnabas
promessaren
ostatuz
eliçaco
affligitzen
fedetic
denuntiatu
gentil
necessario
nago
bekatuacgatic
spiritual
iudicatzen
sainduey
gucioquin
epistola
dugularic
mysterioa
saluadorearen
liburuä
isaac
ezpaitzuen
eguic
hiltzeco
iudean
habita
iudeaco
bassa
batheyaturen
finean
presonér
iraganic
zebedeoren
saria
guiçonéz
daiteno
suzco
bahau
adulterio
ezteçaçuen
churi
ieçóc
escatzen
anayey
secretuan
ezaicela
agueri
asco
etzaiteztençát
aldiz
arrain
ardi
edificatu
erho
ceraucala
centenerac
eznauc
eztudala
ieçadac
oldar
semé
blasphematzen
ohea
galtzen
alabá
vztá
ditzan
thomas
eztaguiçuela
liura
estaliric
aguerturen
vkaturen
beraren
prophetaren
dituztenac
haourtchoac
condemnatu
presentatu
eztitu
noren
gaichtoa
ençutera
satsua
eçagutzea
hitzagatic
comparationebat
comparatu
eridenic
baitzeçaten
horren
emaztearen
desertu
betheric
emanic
itsassoaren
ahoz
ahoan
partitzen
aiuta
phariseuén
arimaren
enegatic
menosprecia
patientia
hurcoa
paubrey
nequez
icenaren
diarocat
badeçagu
eztiat
estecaturic
eguiati
nehoren
huts
çaiçuen
handiagoa
barnetic
seduci
tradituren
euangelio
leyal
arrotz
augu
billuci
testamentu
ioren
ezpata
litecençat
vka
denez
gorputzac
drauçuedan
manatzen
simonen
ciotsala
accusa
eztitecen
duenari
gainetic
itsassoan
synagogaco
baquerequin
dolu
eztié
cerurát
arropa
lacha
bekatore
garén
ceuron
idoquiric
su
ohi
deseguiten
confirmatzen
eçagutzera
hilebethez
alegueratu
onez
alegueratzen
baitraucu
benedica
dituenac
gendeac
bozcariorequin
vra
heyagoraz
drauen
ierusalemeco
abrastassun
guciacgatic
liburuän
signoac
vssain
hatsean
hotsa
lurretic
iuduetaric
dutenéc
gogor
litzançát
exemplu
mundutic
liburu
batbederaren
asian
apostoluén
ditugun
ananias
promettatu
tabernaclea
inuocatzen
adimenduz
resistitzen
pauli
gentilac
harren
arriua
prophetizatzen
ephesen
deliberatu
satanen
çaicun
pavlec
nadinçát
obréz
diradeney
guppida
gueçurric
promessac
infirmo
confirma
irreprehensible
içatea
conscientia
cigulua
daquiçuelaric
beldurrequin
periletan
macula
ilkiren
iratzarri
baptista
abillamendua
iudea
confessatzen
onic
ezpainaiz
empatchatzen
orotaric
guiça
eritassun
irequiric
punctu
chipién
datela
oblationea
trebuca
iauquiten
thronoa
emóc
eritziren
beguitharte
horrela
drauc
faltác
eztuçuen
handitzen
comparaturen
hedaturic
hortz
garrascots
ici
itsassoa
alha
othoiztez
behera
iustoén
edequiten
iscariot
bainaitzitic
eraciren
magistrua
crutzea
beguiraturen
gaude
scandalizaturen
erabilten
soinu
balirade
çaizquit
paussu
gaindi
idoquiten
beçain
esteca
egu
elhorri
ençuteco
scandalizatzen
baitituzte
gorde
thesaur
bestá
buruären
amari
ordua
ioaiteco
mengoaric
arrastu
gainez
hassi
guida
ikuci
iganic
goicean
gogoauçue
borthác
principaletaric
vsatzen
escuetara
scandaliza
dituala
paga
hatsetic
magistru
onhetsiren
impossible
baituque
heretaturen
orenén
lehenac
deithuac
ezquerrean
cerbitzatu
mehatchatzen
cequizquión
eztrauçuet
veztitua
ansiaric
cesaren
cesari
verthutea
iarten
obrén
ditecençát
iresten
condemnatione
çordun
odoletic
harát
iaquiçue
baitzitzan
emoçue
bazco
memoriotan
çabilan
ancianoén
ezpatá
çutenéc
appur
pilate
miresten
inuidiaz
ikussaçue
iuduen
bortcha
garayan
fida
iacquesen
ezteçaten
behatu
partebat
lurrac
adar
tormenta
ditzán
iudaren
escaturen
artzain
altchaturic
itzultzen
mihia
hautsi
etzuten
gucien
sua
gauçá
ceçanean
ioiten
ihardetsi
iracurtzen
nincela
creatura
iarreiquiren
calteric
aingueruäri
minçatzera
aitey
alliança
affectione
gobernadore
anhitzen
vrtheren
celaric
vstez
içaten
verthutez
vnctatu
cituztenean
hiria
euangelizatu
drauet
deno
buruén
lucez
vkatzen
apostoluéc
adisquide
arguian
gainetan
hunetara
consentimendu
fundamenta
tristetu
laudorio
saluamendua
regna
duelaric
afflictione
botherea
quasi
seguratzen
gueuroc
hebraicoz
ago
barkamendua
ikussac
issur
scripturá
vicitzearen
seducitzen
circoncisionea
perseueratzen
bekatuetan
gueçurti
sanctificatu
glorificaturen
ardiets
diradençát
eguiatic
baitituçue
daquiçuen
libertate
prince
menospreciatzen
offrenda
offrendatu
cesareara
idoley
confus
guciequin
iayoa
dudalaric
bitez
desobedient
onetaco
dagocan
imputatu
draucan
preputioan
promes
daquigularic
propria
duguna
ditzaçuen
gorputzbat
çaitzatela
gaucetan
trabaillatzen
abrastu
gaineracoaz
sclabo
gorputzeco
reprotchu
gloriaturen
obretaric
çazpigarren
thronoaren
kea
trompettáz
iesvs
regueac
elkargana
çuhurrac
asserre
egypten
ledinçat
nazareno
eçarria
galileatic
columba
beherera
andriu
paubreac
iustitiaz
persecutatu
aitzineco
gatza
daite
baduela
guthicia
gehennara
salbu
resisti
çaituztenac
sari
elemosyna
dençat
eguneco
gaitzac
artharic
hatzen
guciarequin
drautan
prophetizatu
israelen
egotziren
campoco
reposa
scribetaric
baitraue
eztrauca
alaba
herri
irion
eriac
dohainic
emequiago
çaituztenean
eztituçue
beelzebub
etare
amaren
nauenac
iustoaren
ioannesi
dioite
emendatu
beheraturen
aitaz
guciác
predicaturen
maneraz
satanec
partitua
çaitezquete
contu
iudicioan
lekorean
discipuluén
etchetic
hacitic
erre
onera
natzaye
beharriac
fructuric
gendetzey
precio
eros
baitzuten
lequión
cerurat
sasqui
mendira
laurgarren
iautsiric
haicea
icit
dutenean
ohoraitzac
herioz
esaiasec
vtzitzaçue
falsuac
lothua
diradenetaric
tormentatzen
noizdrano
handiena
harribat
talent
dinero
ciotsatela
emaztén
discipuluec
empatcha
abratsa
dituçuela
datena
mahasti
murmuratzen
amá
ordena
copá
estecatua
vme
benedicatu
duda
ezpadeçaçue
cerere
baptismoa
beguién
ezteyetara
etziraden
conturic
reguec
hitzean
resurrectionean
etcheac
vrrhea
falsu
ezalbeiledi
miraculu
içarrac
daitezqueno
drautaçue
ihardetsiren
visitatu
handitan
hamabietaric
heriorano
aldian
iesusequin
ezpataz
bilduac
dutena
botherearen
thu
prophetiza
presoner
coroabat
scribaturic
ikara
mihisse
ondoco
arguitu
ikaratze
monumentetic
erraçue
gauçaren
iudeatic
predicatzera
doctrinán
irets
ceinétan
bazcatzen
çayon
ezpadirade
vianda
rendatu
ezadila
apparta
ditzagun
eznau
beharra
bercebat
heretagea
scriptura
ezpadu
segurqui
arropác
campoan
mariac
bozcarioz
abratsac
keinu
redemitu
iustitiatan
israeli
lauda
baceaquiat
guiçoná
compainia
çaharra
onhesten
anayé
gendarmesac
burgu
viztu
estalia
denuntia
parte
horién
consentitzen
beguiratzera
suaren
ebiliren
lekora
çaitadan
burgés
ohortze
consolatzen
othe
auté
igortera
aguian
desira
othoitze
emazteá
veztituric
iustoqui
etzena
spiritubat
batetaric
eguiazcoa
bildotsa
çabiltzate
pierrisen
niauc
spiritutic
duençát
hirá
maingu
cenac
viuificatzen
amorioa
drauzquiçuedan
besta
seducitu
herioaz
lehenetic
princea
charitatean
alegrançá
draucun
nincenean
lehendanic
berribat
anayén
viciric
botheretsuqui
mihi
ancianoéc
asiaco
multiplica
recebituric
eliçaren
iaunagana
personén
ceinéz
eliçác
marc
eliçán
embarca
deabruaren
gratiazco
hila
gentiletaric
garelaric
gaberic
beçate
guenduen
probetchutaco
gueneçan
ciostala
ardietsi
euangelioan
hiraren
legueari
vsatu
affectionea
predicationea
exhorta
edificationetan
abundos
mysterio
imitaçale
infidela
sacrificatzen
guthicioso
prophetiazco
edocein
gaituena
deliuratu
erautzen
alabaina
segurança
dadinean
fidelac
sobre
dituelaric
patientiá
melchisedech
façoinera
odolez
itsassoco
conuersatione
churiz
ampolá
salomon
hamalaur
iosephec
iudaco
ezlitecen
bilhaturen
aldiri
demboraren
consolatu
fructuac
emendamendutara
borthitzago
vretic
tenta
errac
escuetan
capernaum
danic
aitzinago
baitzaye
gacituren
arguiac
aldare
emazteric
duqueela
iraitzac
iura
beguia
eguieçue
duanean
badaqui
sanctifica
baitituzté
datec
ilhumbe
nabussi
arthatsu
beretaco
iudica
fitsa
beguian
anayeren
çathica
etzaitzaten
draucana
vicitzera
duenarequin
vria
etchearen
menditic
capernaumen
muthilla
iarriren
demoniatu
citié
choriéc
ohorztera
haiceac
vrdalde
paralyticoari
çaizquic
pensamenduac
gendetzéc
mattheu
deitzera
baruric
çahagui
issurten
gendetzea
mutu
princearen
barreyatuac
eztutenac
languile
sendatzeco
oinetaco
errhautsa
gentiléc
baduté
eztuena
prophetabat
ietzoçue
handiagoric
dauden
sapientiá
tractatuac
eme
iatea
sabbathoaren
synagogara
heda
debeta
resumác
borthitz
ezpadeça
etzaye
fructutic
signoric
ionas
iaiquiren
hunequin
dabila
itzuliren
diaudec
bazterrera
iretsi
goratu
handitu
itho
complitzen
cerbitzariéc
bihi
iniquitate
erosten
spantatuac
baitzeuden
prophetaric
sor
gogara
platean
ressasia
sendo
bihotzetic
ceguioten
orduandanic
hartzera
altchagarritic
oguiric
bazter
prophetetaric
edificaturen
resumara
beguithartén
semeaz
sinheste
becembat
reguéc
iecéc
irabaci
haraguibat
separa
oná
errachago
arguiaren
bedratzi
principaley
baptismoaz
emaiteco
anayéz
cerbitzatzera
litecençát
burgura
erroçue
hosanna
ficotzea
berceagana
etzedin
arbuyatu
cantoin
gomitatu
baceaquiagu
eztuála
imagina
resurrectioneric
ezconçaz
resurrectioneaz
doctrináz
scabella
harat
interrogatzera
sartzera
sanctificatzen
iuratzen
chahutzen
guelditzen
testimoniagetan
sainduan
hodeyetan
trompetta
ezconcen
ohoina
nabussia
virgina
iraunguiten
cituenac
diruä
drauzquidac
duala
eztuenari
preparatu
dadinçat
populuco
caiphas
certaco
oguién
nauela
baditez
seignale
beharria
anciano
ancianoéz
dieçaçuedan
alki
ikuz
eramanic
eramaitera
pilatgana
asteco
prophetetan
horrenganic
cetzan
iguzqui
deçadançat
ezcondua
berriac
iabe
oguiaren
kencen
baciraden
burua
guibeletic
bizquitartean
nora
berere
diradenean
iraizten
presentatzen
ciostela
hitzéz
glorián
eroriric
badeçac
chuchent
auçue
scribatzera
ezcon
citiagu
adarrac
ficotze
miraculuz
diraucuc
diratenean
vicién
paubre
nationea
bestán
nadinean
natzaiçue
guciec
berotzen
conforme
monument
etzitzaten
dituztenéc
hobequi
zacharias
benedicatua
regnaturen
haciari
icidura
çaizten
templera
destructionetan
amác
auançatzen
escuan
iosephen
synagogatic
fundament
bakoitza
conseillua
barkatzen
arguira
icituric
gauçac
formá
hausten
baitzieçón
baitzaituzte
duçuenean
sabela
candela
considera
eçagutzearen
kendu
balio
aingueruén
orduz
altchatzen
enseya
galileano
habitant
glorioso
haz
saluatzen
acabatzen
fin
ezpaituçue
contatzen
ekarriric
iniusto
senharrac
augmenta
obedi
samariaco
declaraturen
manifestaturen
haourréc
aho
gambera
gobernatzen
heriora
ilhumbearen
hoguenic
requeritzen
letra
grec
conseilluan
egoitera
erratzen
haraguiric
benedicatzen
sacrificadoreac
harenganat
baçaquian
adoratu
çuenaren
batetacotz
philipperi
ditzatençát
letrác
accusaçaleac
minçatzeco
badeçaçue
paillardiçataric
gueçurra
reprehenditzen
aitaméc
harrapa
marthac
badere
deçadançát
aitaganát
erraiteco
mengoa
nazarenoren
coroá
egunaren
orationetan
iniquitatezco
erauci
israeltar
eliçari
guregana
baithango
presentián
anayetaric
capitaina
obeditu
conseilluaren
gloriazco
egypteco
moysesi
circonciditu
secta
damascen
cornelio
antiochen
antiochera
conuersa
auança
circoncidi
silas
erdian
delaric
bereco
ephesera
çaudetela
felixec
vrtheac
cesargana
neurorrec
calte
haraguiaz
hiletarico
memorio
natura
dituztenén
acceptioneric
eztutelaric
rendatzen
vnguia
engendratzen
fortifica
guinela
condemnationetan
herioac
gaituen
abunda
iustitiari
guthiciá
onaren
gorputzetic
bekatuagatic
edoceinec
ditugula
sperançá
ordenançaren
gaituela
nuque
anayetassunezco
conscientiagatic
honestqui
egunera
trabaillatu
charitaterequin
ordenatzen
conscientiá
ditzadançát
combatitzen
gaztigatzen
