ya
quiluusña
ufinalingaeguan
manparejo
betsaida
manlie
chatfino
chelujo
manmamaego
tataotaoña
fanmaaañao
malagoñija
chumochoma
onse
jufatitinas
tinagpangen
ilegmame
menanmiyo
manmaconbida
jinasonmiyo
ufanjuyong
ufanmalofan
fanbela
señotña
fañaga
barabas
gae
matayuyut
jiyong
inquene
cajon
manmannae
elisabet
meses
ocho
año
managpapange
sena
unjonggue
hebreo
roma
chipre
mañagajam
felix
agripa
nasuja
linalaloña
binibuña
fanmagof
maañaoyo
unjungog
sanjalomñija
jilañija
inangococo
leon
güi
pution
janamatungo
matdision
inacacha
maego
taetiningo
labiosso
bonito
naña
tiyanña
mayengyong
chinatsagaco
manlalaolao
inemog
miet
ucumple
jaadadaje
anaco
chachago
magagujo
nubiyo
ufanmanalaba
bendision
yyajago
iyajago
todotdia
pinatgonjo
junanangga
jinalomjo
mandacon
jujonggue
jâgâjo
jaayeg
ñinalang
jualigao
suja
dalalag
talangaña
inagangñija
alog
usoda
camaña
jinanao
maepe
medidan
linalatde
de
jutalo
jinasomo
minalagomo
ninacajulo
majo
dumilog
tronumo
raenomo
bitgen
umachule
tabetnaculo
namaañao
yumamag
manrico
chiba
pachotmo
umalie
inechong
maagang
jufamocat
meton
labiosñija
contrario
umasie
paopao
umatuna
jumusga
familia
güinaeyan
uncone
ilon
adengñija
sagamo
cuentos
binagle
juguimen
beca
isla
sumuja
cadena
güinajajo
inábale
tribon
famaguonñija
janatungo
menañija
medida
ramasña
plinantan
junacajulo
setenta
angjetña
culebla
chumochogüe
pumuno
talanga
ufanmapuno
linâlâmo
raenoña
jajuto
jaecungog
manjijot
ujaadaje
tafanmagof
nalâlâyo
tatalopuenge
inadora
levi
betlehem
infanjanao
tanon
guaeya
tiguangmo
unfatitinas
jinengguenmiyo
famaguonmiyo
calentura
isaomo
iyasija
malagojo
ninamaase
jamerese
insangan
jagaña
finalingaeguan
manatanges
manmañotsot
manmejnalom
disipulumo
manina
mapot
aire
tumanges
pineloñija
plato
pedaso
mamocat
adulterio
manoja
mandadaña
ufanmamaela
ujaresibe
jayejao
jufaesen
gajo
magagon
señotjo
enemigumo
umapredica
manenggeng
juresibe
güetta
infanmanaetae
chinatfino
magode
manáplacha
manatan
maaañao
sijaja
magagoñija
jenggue
masaulag
inepeña
mananaetae
atane
costumbren
tumayog
jacumple
dignoyo
lajimo
mafato
ufamadese
liniiña
quinajulon
las
manninae
jusasangan
romano
dididija
catta
cornelio
manmanjaso
banida
juagangjao
opeyo
deboto
umaalog
megaeña
vos
templomo
ufamodong
finaborese
satbayo
magmata
patangjo
unyulang
mayulang
trangcan
finatinasñija
finababa
enimiguña
jilaña
ucone
gaesisiña
janaatog
jafamauleg
flecha
jinemjom
mandeboto
jaaatan
apas
minalagojo
mumegae
papamo
achojo
simiento
aso
guinasgas
junajanao
numanangga
unadaje
finoña
jumujuyong
injatsa
ufanlinachae
ilo
sanjalomjo
unayudayo
jusaga
satbasionña
asie
pinitijo
chajo
jujalom
ninamanmanmo
yajo
guinagaojo
munacajulo
naaña
unnafitme
lumijing
sanjiyong
mañuja
tiempoco
pumetsisigueyo
nafanina
isaoña
espirituña
tinaelayen
cantan
triniste
erensia
minetgotña
antita
ufatta
nifenñija
manmamatitinas
ufanmautut
minalate
upuno
jinanaojo
leblo
juadadaje
juapase
nangga
inayuda
inyite
chumatfino
mangue
unadora
mungajit
achogaja
trompeta
manmalate
ujusga
numaeyo
unguaeya
espiritumo
mayamag
sumanjilo
derepente
manaotao
tuyan
liija
ilegñiñija
unchule
guinegüeco
manmajetog
juyute
manmapolo
inamot
umayudayo
manmanaliligao
promesa
maies
mangacanta
jagobiebietna
manbiuda
basán
jululo
unresibe
magasñija
manadingan
birajao
rescatayo
tinaelayeñija
manmatugue
ufanmannae
jufagase
sumanjalom
jayeyo
sanpapa
dinaña
trato
utalo
güinaeyaña
manpatgon
mamaego
jarechasa
mañantosmo
yuusñija
tinanom
catga
iloñija
gumaña
sendangculo
mapuno
dumingo
manmamomocat
maplanta
ilelegmo
jinanaomo
jumajame
manmanogcha
manbijo
maesajao
ujungog
sanjalom
minaulegña
minagagago
ufañule
manfamaguon
maadora
manmamatquilo
asiga
manmababa
ujapuno
fañajangan
ufanguentos
umoriyayeyo
testimonioña
jucajulo
canaja
causan
infanjalom
idolos
infanmatachong
utut
asaguan
unafanlibre
masusede
manfaye
manmasangane
tatata
baliña
peligroña
ábale
yanñija
ingagao
jadalalag
innaminagago
mangagao
mañaque
fanjanao
unmaasie
cosecha
alfeo
fanjajalom
sapatos
infanmanae
beetsebub
ufanmerese
mancojo
injanagüe
ufamauleg
umadibide
manmalagojam
uecungog
mangone
gachongña
mañelumo
treinta
ufanmanae
jiningogmiyo
inchile
quineco
chile
fangualuanña
tinempo
ufanjungog
herodias
majafot
ninamaañao
manmamananagüe
manjujuyong
magagao
jomlo
finabeca
injajaso
disipuloña
apaca
fangajulo
unjalom
catset
peseta
amigo
umasaulag
umaatane
gumimen
malagomiyo
mañotsot
umanajanao
pedong
manmafanaan
linao
inasiin
tafanjanao
galute
maguot
jadague
manaconseja
tapolo
tomotojgue
manaminagago
sirene
tunog
güenao
tateco
dalalagyo
jafananagüe
jaayig
jagasta
raenoco
dosientos
oriyañija
mañule
jafagase
calolotña
milagro
manguimen
infanmatagpange
magogode
tumutunog
mansiña
maaatan
mañeñetbe
mañaena
tetrarca
manmatagpange
japalae
japredidica
infatitinas
mañaenaña
güijeja
gaña
infanninae
manguaefe
galileo
oran
macontra
finojo
finatinaso
manugue
umasusede
jutayuyute
jutugue
ujafanjanao
esteban
tarso
timoteo
manmaudaejam
castiyo
fumaaela
pinalaeña
yulang
rayjo
resibe
man
gusisija
tininasso
mangaduco
linalalomo
lagojo
binibon
espadaña
flechaña
jaguadog
tipo
minalagmo
jumagof
causaco
trono
jufalag
malelefa
manlilie
umantiene
unnaatog
mungayo
malate
amiguña
manacalamten
undingo
yute
espadamo
piniten
calamten
lalalo
maudae
quelat
chalanjo
chumatliiyo
fache
mamanue
umajungog
utiningo
ninasiñañija
agapaña
yumulang
matañija
inigongjo
ilonñija
toro
ufanjaspog
familian
antiña
jaosgaejon
unfamauleg
binilaña
umajatsa
jumajanaoyo
jubendise
manlâlâlâ
juaagang
taelayen
senmagof
sinantosña
bumira
mamajlao
guitala
munafanlibre
guinegüe
magagojo
umayunat
famatquiquilo
fagmata
señotto
ufanagang
basta
mamaesa
betde
taloane
jalilie
erensiañija
flechamo
cheton
macat
jinemlo
unfanope
laguse
taesetbe
jubaba
najanao
junangga
gosmegae
unbaba
pobleyo
nesesitaoyo
umayuyudayo
jufato
manggue
jutuna
ninasiñajo
fanago
mira
jaga
maderite
jautut
tronon
mandadañaja
plumanta
managquilo
onraña
ufanmanlie
pinagyo
jingog
jusanganejao
sinajguanña
undalalag
umatog
chumuchule
baba
umaañao
tinaelayeña
macano
fijom
entaloña
manlalâlâ
jaestira
lamita
manaegüe
utago
serpiente
ufangaegue
ogaan
edom
taeninasiña
manadong
ufanmalag
puntan
mantinampe
tininaña
dinangculon
estabayo
nobiyo
umadaje
ufanganta
sinae
jananae
mil
etiopia
nachadig
ilelegñija
nesesitao
isai
posuelo
güinife
sinagogan
talie
jumajatsa
manmayute
yuusmiyo
pumapara
efraim
japanag
janauchan
mana
sigueja
señatña
linâlâñija
peste
enimigoñija
ufanmatae
manases
birajam
lago
nabula
manasiña
tanomo
junamalag
güajo
umanacajulo
junalibre
tafatinas
salmos
sangan
sumesetbe
imagen
ninafansenmagof
ugagaegue
güigüiyaja
atof
apo
bestido
mangucunanaf
matancho
inatan
cananea
numeron
pumapacha
mabende
rayñija
sumasangan
apacha
gagaegueja
inchegüe
manmamatinas
tatnero
minalagñija
jasetbe
manmañoda
pinadeseñija
clasen
fumaguon
manmananom
chiniguet
jula
umasentensia
contrariujo
fatachong
notisia
talangañija
manmamatquiquiloja
cuetdas
sumoda
jumatae
juadadajeja
tumatitiye
uadaje
antimo
uncano
ufanmatachong
janalamen
faraon
sendaluña
ufanmayute
laguañija
mapopolo
jafanaan
flauta
asaguamo
ninatungo
cumasao
cone
fanmañotsot
cameyo
sinetsot
jale
chumelo
premionmiyo
coble
inguaeya
mañelunmiyo
limosnamo
innesesita
inasie
ubula
incano
unlilie
migo
unnajanao
lobo
tinegchañija
utunog
testimonioñija
dumadalalag
judalalag
matojao
iyajamyo
maestronmiyo
medico
umasajguane
jagajo
jabiragüe
famaña
gaeanite
bartolome
mateo
sinanganmiyo
adengmiyo
sodoma
tumagoyo
minagagon
gaetalanga
mangachongñija
sabalo
untaetae
ilegna
janajomlo
finomo
manpodong
títuca
sesenta
liniinmiyo
matompo
jatanme
mostasa
mananom
chegcheg
jabende
ujayute
sumajnge
manmofona
guajoyo
tradision
jinasonmimiyo
finanagüen
dumalalag
liniimiyo
umasoda
inentrega
jaf
capon
ufanaetae
satbo
infanguimen
jerico
hosana
manmaayig
patgonña
unacajulo
udangculo
inatane
jusagane
unos
noe
lamparañija
manmanbebende
jagana
senotña
inliijao
umatane
ebangelio
umentregayo
matolae
malagonmiyo
mapula
suette
siñagüe
eli
arimatea
coreas
jupula
manatunog
uchocho
manyute
mangoco
granon
bumasta
en
umapreso
comequeilegña
munajanao
infanmannae
manojgue
manmanyute
taelibadura
uinentrega
uoo
umoo
alejandro
jumujungog
augusto
siria
simeon
annas
rato
nesesitayo
macocone
inggüente
guinede
ninafanmaañao
botsa
japrocura
songsong
magagagao
aposento
disipulujo
umisao
juchocho
mamaesen
judiosija
managpagpange
siguiente
nataniel
manatungo
mafananaan
linâlâfia
inaligao
ujacone
magasña
calaguagña
sinedrio
marcos
jajanagüe
nosea
silisia
troas
tesalónica
atenas
secta
creta
layña
manlalalo
ninafañatsaga
manlajyan
minalagjo
magmatayo
chatsagayo
ñgaean
apatte
umason
yamo
natunas
camajo
nafanjanao
manmamajlao
untago
natalo
atmas
ubira
langetmo
unjusga
malefa
patasñija
sobetbia
umatan
atcos
temploña
ayuda
jungogyo
manpotlilo
chatliion
jatalo
jaonra
ufangana
taeisao
inenrajo
santosmo
binilan
pinecatto
fanue
najong
combiene
sampapa
papan
graniso
jinagong
jaapaseyo
unaeyo
gaemaase
jufalagüe
papajo
manmamamaela
ujaso
inefresimo
guinagao
jetnon
majaso
unope
manangoco
jayeyengyong
jabababa
danges
jadespresia
ufanalo
umafañago
tayayo
manbetde
quieto
osgaejonyo
unfanagüeyo
jasoyo
inayegña
ufanagüe
lumalamegae
manmegae
jumaañao
tabernacoluña
unopeyo
mangajujulo
adora
guinatbon
sedrosija
lâlâyo
finaboresemo
unnalibreyo
linachae
jumuyongyo
malefayo
manjaso
taegüijeyo
baso
unadadaje
jila
juutut
maasie
junatungo
junaatog
jufanagüe
infansenmagof
inetnonñija
monton
yuusña
cabayo
jilamo
ninafanlibre
umayamag
tojgue
lansa
chalanñija
manataelaye
juisioco
alabansamo
taelayeña
umestotban
bira
linalalo
janachechegcheg
maulegñaja
estayo
sumasasaga
uttimoña
manmayulang
ufaninayuda
uninafanlibre
mangachongjo
tanga
ubaba
natungoyo
manrecocoje
ninalachae
janafitme
siesiempreja
pinitiña
umisaoyo
najo
unmagof
nengcanojo
tinaetae
manmandadague
tristeyo
enemigonmame
sendalonmame
yinengyong
canaemame
oron
señotmo
maadotna
palasyon
guinegüeta
adengta
sonidon
batcon
manaejinaso
güinajañija
ufamatquilo
tratujo
unchatlie
manábale
unnagasgasyo
niebe
ucanta
malagtos
batbas
parejoyo
tumalag
uapase
munalibreyo
quelatña
amigujo
inangoco
manasangane
jatulaeca
mananana
puro
mananangga
unalibreyo
minagajetña
lalajin
manabag
utaegüije
apasñija
satba
siquem
moab
filistia
naejam
guiman
nalisto
colat
ninanggaco
pumópolo
isaomame
madudog
manutujo
manminagago
namalag
promesajo
umaalaba
ufanmachalapon
ufanmalago
manaetata
umegae
mañagaja
unfamocat
munamatungo
pandireta
benjamin
compañia
sabulon
milag
umaliligaojao
majoyo
ujomjom
iyonñija
nana
minegaeña
ufanjusga
ufanmaañao
lumala
ufanmayengyong
magpo
finijom
manmanbotlelea
contrariumo
gachae
jujusga
jinatsa
jachogüe
manmanosgue
traton
janafañaga
manmanembeste
mangagagao
pineloña
ninamanmanña
grano
gañija
jachoma
jafacae
mannalalalo
erensiaña
manmachuda
infansatbo
sedro
manmachaleg
jusga
infanbasnag
tachule
jasonggue
tupo
pinalaemo
naegueng
rahab
jatugue
manmapuno
manaason
parejuña
sanlago
taquiloña
maadaje
jumatsa
jaaninmame
ochenta
umannae
ufanmamanue
ninasifia
udingo
jinisga
otden
jit
manmaprereso
manetnon
ñateng
ministroña
manmalalago
pajaron
guaca
jatancho
jusiña
anteñija
chumochocho
nafanlibrejam
janabula
manbasnag
manlibre
japetsigue
manmatatnga
jagoe
manmanlilie
manmanjujungog
manbinendise
guaelaye
guafen
minatatnga
inguesadaje
dichosojao
pápagat
juope
jumagofyo
jutungoja
umabira
boteya
judingo
fañuja
atrasao
ufantaegüije
manmannanangga
jufamauleg
candit
mamopodong
finañago
erensian
jatagojit
untungoja
manoyo
ufanina
unpuno
adajeyo
ilun
manguaja
ninamamagof
ninabula
juisioña
ujaalaba
salmon
boos
obed
amon
salatiel
sorobabel
eliaquim
catotse
mapotgue
comoqueilegña
estreyas
infañaga
jaaligao
mamofea
famauleg
digno
umautut
usonggue
guefyajo
manpescadot
decapolis
manmapetsigue
unmapolo
pidaso
umatugue
papet
magagomo
acagüe
unfagase
uyinamag
linecaña
codo
minagago
ujabira
manaligao
manyajo
umababaye
uguinagao
maiot
injatingo
suegran
calenturaña
maconie
sora
matayuyutgüe
mantriste
ufanayunat
umachuda
tateña
jagosencatga
selote
samaritano
manategtog
pasmiyo
upinino
gaponulonmiyo
yetna
udalalagyo
jaresibeja
siudañija
mananga
japrofetisa
tataja
espiga
finamauleg
chinileleña
ninibe
tátanom
ufananom
doco
misterion
jucuentuse
manmacat
talanganmiyo
inadajiña
ufandaña
janana
manbebende
majoca
ninatriste
madalalague
jadespide
jaosgue
tradisionmiyo
natataelaye
manpegno
ninachatsaga
lamasan
manjame
sebbla
lebaduran
fanmañangangane
udalalag
jechuraña
mangosmaañao
upadese
siclo
jinasosomo
unsangane
inpila
inguaja
dibiña
dibimo
intaetae
japetmite
ninafangosmanman
estagüejamja
manuttimo
ufanmachocho
gumiguimenyo
siñajam
umasetbe
umababa
manjijijot
manatborotao
liyang
finenena
maposgüe
jaatituye
infanmanaejam
con
finanaan
manmasaluda
gaeisao
fagase
tolang
infagas
pininite
otros
magagoña
manmapotgue
fanmanaetae
mangana
mangongoco
ganansia
ufatachong
acagüeña
jachuda
manjajamyo
uentregayo
machuda
ocasion
inale
jumanaoyo
segundo
dinalalag
jatiteg
undagueyo
jatagoyo
costumbreña
afamao
jusottaye
masotta
mapanag
mamofefea
jaaagang
espongja
cottinan
finénana
ibangelion
jasetmon
jaconfesatñaejon
sapatosña
tinagpange
mapreso
jayuyute
solo
manayunat
atanja
puno
jafataemano
manananom
pinetsigue
manaatog
jaadora
ujasija
ujomlo
pumacha
jagamo
sacaña
umanachocho
fanmañuñule
denario
mafagase
malolofan
janagasgas
maope
umarechasa
apasña
ninaquepodong
umapuno.
indingo
caye
jaconsiente
taesinajguan
jinanaoñija
inasagua
fumaesen
ninafañachatsaga
inayigña
infanfinanue
matogüe
costumbre
umasotta
maosgaejon
ufañija
taftataf
manmalie
inaregla
sanmenan
inestotba
asaguajo
jumafanaan
janafañuja
manparientesmo
jabisita
juramento
padron
ufalag
sacate
manmafato
mangogonggong
magong
guajanmiyo
jusangangane
manjatsa
chineneg
junajalom
maalaba
manpredidica
ufanmanjonggue
tale
umaresibe
gagao
maleta
manesesita
managoyo
sineda
umegsamina
diesiocho
siloe
jasotta
lasajyao
siudad
jaagange
manamiguña
janamaagange
guimañija
pechon
ualigao
minamo
pula
sanganeyo
manmachóchocho
unsasangan
mañaenanmiyo
infañocho
capitan
jatsamiento
minalagoñija
sumagaja
mangachongñiñija
inliija
manfinanue
promesan
maagange
nicodemo
tatungo
manresibe
oraña
siñajit
como
faesen
biju
