a,16482334
e,15392176
o,13998060
s,9959286
i,9342656
r,9054532
d,7565634
n,7182227
t,6514682
m,5834336
u,5069620
c,4782108
l,4066711
p,3441205
v,1637131
g,1628207
f,1322379
b,1215251
ã,997827
h,996439
q,854538
ç,803506
é,726803
A,550289
í,535097
á,512551
z,460722
C,435001
S,376332
P,363002
E,361521
x,348831
M,305052
ó,303200
j,289664
O,278088
B,230429
I,228659
N,214822
D,201058
ê,198621
R,196123
T,185261
F,184813
õ,184200
G,160233
L,155943
ú,153845
k,130572
V,125001
J,119668
à,101929
y,99766
H,96831
U,94386
â,90684
ô,71887
w,51995
X,42978
W,37412
K,35061
Q,25160
º,21382
É,18272
Á,15903
Z,14516
Y,10310
Í,6173
ª,5086
ü,4040
ö,2921
è,2061
À,1905
Ó,1454
ō,1274
ñ,1241
ä,1153
α,1004
Ú,946
ο,762
ā,756
ς,616
ν,557
ρ,550
ι,530
ū,509
σ,503
Â,484
ò,482
τ,475
ε,449
λ,440
ì,431
μ,421
ë,393
π,374
κ,323
а,318
β,315
ł,304
Ã,303
š,303
γ,302
æ,294
ا,287
о,284
Ç,276
ø,275
ί,274
и,259
ù,258
ː,256
ć,254
ό,252
î,249
ð,244
ω,236
ī,229
ş,222
δ,216
е,216
ل,214
р,213
Ê,209
θ,205
η,198
י,196
市,196
å,195
ē,193
ă,193
φ,192
υ,190
ı,186
ו,184
н,184
ß,180
č,176
ά,176
с,171
к,169
Ô,167
ï,165
ה,158
ي,154
û,147
ر,143
µ,142
т,141
ý,135
л,134
م,133
ž,132
в,132
έ,129
ή,123
ń,121
Ö,119
χ,118
ș,115
ˈ,114
Å,108
Ō,106
Δ,104
ن,104
و,95
ר,92
א,91
ל,90
ύ,89
ğ,89
Æ,89
ə,88
м,86
Š,85
ṣ,84
ب,84
þ,80
ة,80
ש,80
Ò,80
Đ,80
у,79
Ø,78
ḥ,77
п,76
ת,75
Ž,74
Î,72
מ,71
ệ,70
ь,69
ŏ,69
ა,69
ი,69
س,68
İ,68
Ü,66
я,66
ב,65
ś,62
ד,61
ξ,61
د,61
ę,60
Σ,59
й,59
ſ,59
र,57
б,57
д,57
ы,57
ם,56
ζ,55
ɛ,55
ח,53
נ,53
ɔ,53
日,52
ἀ,52
ح,52
ő,52
ч,51
ț,50
з,50
Č,49
г,49
ع,49
Ḥ,49
Π,48
Ω,48
ه,48
ɑ,48
С,48
大,47
ě,46
ṭ,46
ت,45
道,45
ą,45
כ,44
ż,44
ე,44
न,43
ɐ,43
ʻ,43
Þ,43
Õ,41
ـ,40
ق,39
Μ,39
ע,38
ἐ,38
Р,38
ạ,38
ẓ,38
È,37
南,37
ف,36
ן,36
Λ,36
ش,35
त,35
э,34
ŭ,34
ǎ,33
स,33
ř,33
К,33
ს,33
ס,32
ʃ,32
ლ,32
ọ,32
도,32
თ,32
Ɔ,32
ك,31
פ,31
ج,31
島,31
い,31
Φ,30
ῦ,30
ʒ,30
ả,30
х,30
म,29
ǔ,29
Κ,28
の,28
ơ,28
Ś,27
ώ,26
ɾ,26
ʿ,26
ư,26
ह,25
Ş,25
œ,25
أ,25
რ,25
ė,25
本,24
ῖ,24
ק,24
Ε,24
Ñ,24
ῆ,24
ط,24
ế,24
ψ,23
प,23
川,23
Α,23
Ä,23
ვ,23
시,23
ţ,23
क,22
व,22
ɪ,22
ǫ,22
ħ,22
Ż,22
Ł,22
М,22
ὸ,22
А,22
北,22
ễ,22
ბ,22
Ì,22
य,21
山,21
ĭ,21
神,21
Б,21
ц,21
ũ,21
ﬁ,21
ἄ,21
ш,21
В,21
ო,21
る,21
Ἀ,20
国,20
中,20
ー,20
ʊ,20
П,20
州,20
ъ,20
ნ,20
ǐ,19
人,19
ز,19
Θ,19
天,19
צ,19
ĩ,19
京,19
ẹ,19
द,18
金,18
江,18
ज,18
東,18
đ,18
ん,18
і,17
ņ,17
Τ,17
ɡ,17
ז,17
ג,17
Γ,17
ṃ,17
西,17
জ,17
Ọ,17
ἰ,16
უ,16
গ,16
ḳ,16
Ḳ,16
平,15
Ι,15
田,15
ン,15
な,15
ɨ,15
漢,15
民,15
ی,14
武,14
小,14
ル,14
ग,14
Ο,14
주,14
ὐ,14
Β,14
國,14
語,14
ж,14
都,14
Т,14
ю,14
ʲ,14
Ē,14
ա,14
한,14
ố,14
チ,14
ব,14
ى,13
蓮,13
原,13
ʾ,13
子,13
ġ,13
ʰ,13
ṇ,13
か,13
ё,13
Г,13
一,13
ὀ,13
忠,13
ﬂ,13
구,13
მ,13
球,13
국,13
ň,12
ῶ,12
太,12
城,12
千,12
皇,12
廣,12
名,12
地,12
Д,12
경,12
전,12
ض,12
ქ,12
れ,12
ュ,12
ম,12
დ,12
য়,12
星,11
ὁ,11
ण,11
Ā,11
古,11
八,11
会,11
ŋ,11
ט,11
ὰ,11
ẽ,11
ब,11
З,11
И,11
북,11
明,11
ј,11
拳,11
남,11
う,11
Ș,11
ত,11
琉,11
長,10
上,10
仁,10
О,10
إ,10
ص,10
غ,10
林,10
自,10
区,10
У,10
Х,10
산,10
광,10
ầ,10
刀,10
別,10
あ,10
ء,10
ন,10
す,10
श,9
術,9
時,9
生,9
ἔ,9
安,9
野,9
ů,9
沢,9
Л,9
ὑ,9
り,9
ˌ,9
ʁ,9
ナ,9
通,9
三,9
新,9
Ζ,9
ल,9
კ,9
Н,9
慶,9
역,9
ÿ,9
五,9
ἁ,9
대,9
音,9
ϑ,9
っ,9
ল,9
อ,9
ท,9
ǒ,8
ὴ,8
行,8
石,8
賀,8
前,8
府,8
ϕ,8
津,8
方,8
Η,8
代,8
Ю,8
Э,8
記,8
Χ,8
ܢ,8
ὄ,8
ź,8
ṛ,8
į,8
ʔ,8
水,8
ľ,8
خ,8
治,8
Ф,8
ḗ,8
ứ,8
Ṣ,8
井,8
見,8
Ч,8
家,8
域,8
和,8
च,8
多,8
ồ,8
士,8
Ț,8
特,8
王,8
主,8
ấ,8
韓,8
ย,8
ະ,8
Ẹ,8
হ,8
四,7
ἡ,7
Ἑ,7
ἴ,7
相,7
आ,7
木,7
ध,7
女,7
ɲ,7
郡,7
Ν,7
ク,7
अ,7
ḏ,7
상,7
氣,7
ก,7
ļ,7
イ,7
ф,7
Ш,7
Я,7
آ,7
ĕ,7
შ,7
ṅ,7
ὶ,7
Ţ,7
口,7
龍,7
圓,7
ắ,7
ら,7
ị,7
ἑ,7
法,7
に,7
선,7
岡,7
馬,7
元,7
ờ,7
文,7
라,7
천,7
서,7
全,7
汉,7
經,7
湖,7
র,7
諸,7
ນ,7
ধ,7
宗,6
ἱ,6
心,6
書,6
世,6
春,6
村,6
ἕ,6
성,6
さ,6
し,6
岐,6
پ,6
玉,6
帝,6
щ,6
伊,6
Ψ,6
ṯ,6
二,6
茶,6
阳,6
路,6
ფ,6
歌,6
藤,6
ῥ,6
울,6
朝,6
花,6
ĝ,6
ッ,6
ŵ,6
霊,6
け,6
は,6
ך,6
ť,6
조,6
尙,6
夫,6
土,6
海,6
高,6
楽,6
信,6
字,6
강,6
羅,6
충,6
清,6
ड,6
ظ,6
美,6
德,6
せ,6
カ,6
県,6
華,6
ɒ,6
ち,6
仮,6
ក,6
រ,6
Ǫ,6
ն,6
າ,6
ດ,6
曜,6
ր,6
ভ,6
聖,5
豊,5
福,5
橋,5
ὅ,5
社,5
उ,5
ष,5
Ī,5
成,5
ϊ,5
ף,5
黄,5
岩,5
功,5
普,5
事,5
キ,5
Е,5
ܠ,5
ʼ,5
風,5
波,5
吾,5
宮,5
タ,5
葉,5
Ц,5
ʏ,5
ớ,5
所,5
マ,5
ア,5
気,5
合,5
空,5
ɕ,5
河,5
반,5
기,5
必,5
ữ,5
ẩ,5
ტ,5
원,5
ᾶ,5
특,5
별,5
청,5
인,5
富,5
共,5
為,5
食,5
ܐ,5
界,5
ঙ,5
ც,5
め,5
毛,5
台,5
ま,5
だ,5
貴,5
ḍ,5
庁,5
ų,5
ṗ,5
彼,5
血,5
ម,5
ព,5
ជ,5
ไ,5
민,5
қ,5
ສ,5
ລ,5
ວ,5
ক,5
য,5
痛,5
ȓ,5
ک,4
正,4
門,4
御,4
澤,4
ϟ,4
リ,4
那,4
ス,4
有,4
Ἱ,4
浜,4
일,4
根,4
泉,4
ง,4
公,4
義,4
無,4
ċ,4
邪,4
ザ,4
男,4
ʀ,4
話,4
ᾠ,4
ʕ,4
ɣ,4
ḡ,4
十,4
广,4
宁,4
屋,4
ზ,4
ث,4
ĥ,4
ἥ,4
ト,4
ἶ,4
常,4
町,4
氏,4
森,4
ї,4
Ы,4
Ъ,4
交,4
咸,4
ക,4
洲,4
く,4
ậ,4
夜,4
助,4
戸,4
ド,4
じ,4
ῳ,4
ὕ,4
白,4
角,4
Œ,4
尾,4
유,4
内,4
ɹ,4
ស,4
周,4
Ἰ,4
Ð,4
朱,4
ἠ,4
唐,4
部,4
越,4
阿,4
後,4
藩,4
안,4
공,4
동,4
제,4
Ẓ,4
拼,4
牧,4
航,4
た,4
고,4
ӿ,4
শ,4
ძ,4
ⵓ,4
こ,4
ず,4
க,4
以,4
矢,4
月,4
不,4
দ,4
棋,4
禅,4
旬,4
祭,4
嶋,4
ʷ,4
つ,4
화,4
鼻,4
า,4
ม,4
พ,4
ක,4
ⵜ,4
ⵏ,4
ຂ,4
ງ,4
ເ,4
မ,4
象,4
զ,4
で,4
支,4
ʋ,4
մ,4
ʧ,3
ץ,3
ڭ,3
學,3
政,3
紫,3
宿,3
玄,3
是,3
菩,3
薩,3
立,3
良,3
観,3
尊,3
寺,3
昭,3
師,3
甘,3
湯,3
久,3
留,3
米,3
Ϙ,3
グ,3
ラ,3
ర,3
下,3
羽,3
ŗ,3
標,3
的,3
箸,3
气,3
ɫ,3
佛,3
伝,3
फ,3
Ġ,3
ギ,3
命,3
Ὑ,3
ܒ,3
ܝ,3
Ǝ,3
语,3
ʂ,3
ʎ,3
夏,3
手,3
達,3
भ,3
ķ,3
や,3
剣,3
Ϲ,3
Υ,3
動,3
化,3
松,3
ट,3
叶,3
重,3
吉,3
Ж,3
І,3
Щ,3
함,3
阜,3
釜,3
چ,3
Ľ,3
レ,3
祖,3
臼,3
へ,3
よ,3
戦,3
能,3
館,3
曲,3
横,3
陽,3
ḇ,3
邱,3
仙,3
